Age ,Gender ,Education ,Employment status ,Marital status,Student status ,Accommodation,Financial source,Means of transportation,Year of study,Food didn't last and I didn't have enough money to get more,Couldn't afford to eat balanced meals,Skip meals ,Eat less,Hungry  in the last 12 months,Hunger affects effectiveness,Missed classes because of food,Spend money on transportation to and from school,Spend money on clothing including latest fashion,Spend money on study materials including textbooks,Spend money on entertainment,Save money for unforeseen circumstances,Engage in business activities to buy food support for yourself,Share accommodation to reduce cost,Borrow money to support yourself,Attend functions with the intention of getting free food,Food affects your class attendance,Food affects your attention span in class,Food affects your comprehension of lectures,Impact of food on  completion of your study,Food insecurity and GPA/CGPA
21 - 30,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 3 ] Never true,Yes,Yes,Yes,[ 2 ] Agree,[ 4 ] Disagree,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 2,Sometimes true (2),[ 2 ] Sometimes true,Yes,No,Yes,[ 3 ] Neutral,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Engaged,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,No,Yes,[ 2 ] Agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Unemployed,Engaged,Full time,Off Campus,Self sponsor,Private,Final year,Sometimes true (2),[ 2 ] Sometimes true,No,No,No,[ 2 ] Agree,[ 1 ] Strongly agree,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Self employed,Engaged,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Self employed,Engaged,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
16 - 21,Female,HND/BSc,Self employed,Single,Full time,On Campus,Parent,Public,Final year,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Employed,Single,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 1 ] Often true,No,Yes,No,[ 1 ] Strongly agree,[ 2 ] Agree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Public,Final year,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Public,Final year,Often true (1),[ 2 ] Sometimes true,No,No,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true
21 - 30,Male,National diploma,Self employed,Single,Full time,On Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 2 ] Agree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,No,No,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Option 1,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Self employed,Single,Full time,On Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,No,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Employed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true
21 - 30,Male,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 1 ] Often true,Yes,Yes,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Employed,Single,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,No,Yes,No,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Employed,Single,Full time,On Campus,Parent,Public,Final year,Sometimes true (2),[ 1 ] Often true,Yes,Yes,Yes,[ 3 ] Neutral,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 3 ] Neutral,[ 2 ] Agree,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Option 1,Often true (1),[ 3 ] Never true,Yes,Yes,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
21 - 30,Male,NCE,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 4,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 1 ] Strongly agree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true
21 - 30,Male,HND/BSc,Employed,Engaged,Full time,Off Campus,Parent,Private,Year 3,Sometimes true (2),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 2 ] Agree,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Unemployed,Engaged,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 1 ] Often true,No,No,Yes,[ 2 ] Agree,[ 3 ] Neutral,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Unemployed,Engaged,Full time,Off Campus,Parent,Public,Year 4,Often true (1),[ 1 ] Often true,No,Yes,No,[ 1 ] Strongly agree,[ 2 ] Agree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true
21 - 30,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Final year,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 1 ] Strongly agree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Public,Year 4,Sometimes true (2),[ 1 ] Often true,Yes,Yes,Yes,[ 3 ] Neutral,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
16 - 21,Male,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Public,Year 3,Sometimes true (2),[ 3 ] Never true,Yes,No,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,,,,,
16 - 21,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Year 2,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true
16 - 21,Male,HND/BSc,Self employed,Single,Part time,Off Campus,Self sponsor,Public,Year 2,Often true (1),[ 2 ] Sometimes true,Yes,Yes,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true
16 - 21,Male,National diploma,Self employed,Single,Full time,Off Campus,Self sponsor,Public,Year 3,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 3 ] Neutral,[ 2 ] Agree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Employed,Single,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,No,[ 2 ] Agree,[ 4 ] Disagree,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
16 - 21,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Employed,Single,Full time,Off Campus,Parent,Public,Year 4,Often true (1),[ 2 ] Sometimes true,Yes,Yes,No,[ 2 ] Agree,[ 3 ] Neutral,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,No,Yes,[ 3 ] Neutral,[ 3 ] Neutral,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true
21 - 30,Male,HND/BSc,Employed,Single,Full time,Off Campus,Self sponsor,Private,Year 4,Often true (1),[ 1 ] Often true,No,Yes,No,[ 1 ] Strongly agree,[ 1 ] Strongly agree,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
16 - 21,Female,HND/BSc,Self employed,Single,Full time,On Campus,Parent,Private,Final year,Often true (1),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 2 ] Agree,[ 2 ] Agree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Private,Final year,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 2 ] Agree,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Public,Final year,Sometimes true (2),[ 3 ] Never true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Private,Year 4,Never true (3),[ 2 ] Sometimes true,No,No,No,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true
21 - 30,Female,HND/BSc,Unemployed,Single,Full time,Off Campus,Self sponsor,Public,Final year,Sometimes true (2),[ 1 ] Often true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 3 ] Neutral,[ 1 ] Often true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
16 - 21,Female,HND/BSc,Unemployed,Single,Full time,On Campus,Parent,Public,Final year,Sometimes true (2),[ 2 ] Sometimes true,No,No,No,[ 1 ] Strongly agree,[ 4 ] Disagree,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 3 ] Never true
21 - 30,Male,National diploma,Unemployed,Single,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,Yes,Yes,[ 1 ] Strongly agree,[ 1 ] Strongly agree,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 1 ] Often true
21 - 30,Female,National diploma,Employed,Engaged,Full time,Off Campus,Parent,Public,Year 3,Often true (1),[ 1 ] Often true,Yes,Yes,Yes,[ 2 ] Agree,[ 2 ] Agree,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true
16 - 21,Female,HND/BSc,Self employed,Single,Full time,Off Campus,Parent,Public,Year 4,Sometimes true (2),[ 2 ] Sometimes true,Yes,No,Yes,[ 3 ] Neutral,[ 1 ] Strongly agree,[ 2 ] Sometimes true,[ 3 ] Never true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 2 ] Sometimes true,[ 3 ] Never true,[ 3 ] Never true,[ 3 ] Never true,[ 2 ] Sometimes true,[ 1 ] Often true,[ 1 ] Often true,[ 2 ] Sometimes true,[ 2 ] Sometimes true
